"ensembl"	"symbol"	"baseMean"	"FoldChange"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"
"ENSG00000227232.5"	"WASH7P"	58.493703515486	1.03096669285627	0.0439977247261226	0.106384710029251	0.576210540681326	0.875707984105989
"ENSG00000240361.2"	"OR4G11P"	6.53226972690364	0.79845971845798	-0.324708468023283	0.311109766289944	0.0184956427293377	0.281507809570792
"ENSG00000186092.7"	"OR4F5"	19.2452029013744	0.946649294732469	-0.0790980456038138	0.155652160046789	0.280024369325587	0.710733880054257
"ENSG00000268903.1"	"ENSG00000268903"	41.0315693094697	0.891371609014202	-0.165901084336963	0.18055872132223	0.0916912636792122	0.504395153462809
"ENSG00000269981.1"	"ENSG00000269981"	21.233573611681	0.90637074817574	-0.141826793904116	0.156609414309077	0.129861034983976	0.559005791836866
"ENSG00000241860.7"	"ENSG00000241860"	15.0993518943779	0.967321570467732	-0.0479325247324712	0.120463939942601	0.545712587176185	0.863911545932639
"ENSG00000279457.4"	"WASH9P"	111.6696722984	1.04420915067994	0.0624107065706754	0.0961470106395964	0.408422821664086	0.79462498809503
"ENSG00000228463.10"	"ENSG00000228463"	35.4319070596305	0.970005690654058	-0.0439348838202708	0.116445004856895	0.546396273240826	0.864163426564089
"ENSG00000237094.12"	"ENSG00000237094"	32.0414111909221	0.948435213274139	-0.0763788670390999	0.103304696083383	0.334668363656207	0.748178826400344
"ENSG00000269732.1"	"WBP1LP7"	3.71110373141294	0.921359330242759	-0.118164177596458	0.192262002267882	0.102568695753206	0.521512379247949
"ENSG00000284733.2"	"OR4F29"	4.49310684802904	0.723240262930192	-0.467453099776921	0.368281488014695	0.00767488231580844	0.191110847685974
"ENSG00000230021.10"	"ENSG00000230021"	9.43805377329356	1.03187632556186	0.0452700684446917	0.120396650339445	0.565948520332648	0.872205508203433
"ENSG00000225972.1"	"MTND1P23"	9665.78227268797	0.828266371513375	-0.271833279988584	0.832020470661421	0.0106628126583548	0.224493990336637
"ENSG00000225630.1"	"MTND2P28"	87234.2020987255	0.96999604176827	-0.0439492347349566	0.130709006196184	0.564792248928934	0.871463225087864
"ENSG00000237973.1"	"MTCO1P12"	28612.2547238181	0.853826537049365	-0.227985092439357	0.298276849351819	NA	NA
"ENSG00000229344.1"	"MTCO2P12"	814.781304368358	3.29092423270976	1.71849281152692	0.199103668733541	NA	NA
"ENSG00000240409.1"	"MTATP8P1"	263.537593533434	0.848786530988504	-0.236526331931417	0.246054093788171	0.0411423562368654	0.383957554994248
"ENSG00000248527.1"	"MTATP6P1"	328783.459127806	1.04766153251581	0.0671727013880266	0.134810290766127	0.401444840052606	0.790864111613614
"ENSG00000198744.5"	"MTCO3P12"	2484.89294078618	0.998482812662609	-0.00219050076827228	0.138528382006098	NA	NA
"ENSG00000229376.3"	"CICP3"	15.6703567951853	0.893797626584719	-0.16197988112222	0.177715766528043	0.0896060587236657	0.501356077555219
"ENSG00000228327.4"	"ENSG00000228327"	153.668312043344	1.01649666405458	0.0236054805443609	0.090291746305213	0.755355707600778	0.937776908187205
"ENSG00000237491.10"	"LINC01409"	90.328325990825	0.90703524911691	-0.140769477167729	0.131757199711987	0.118528113937775	0.545075220839351
"ENSG00000230092.7"	"ENSG00000230092"	4.86600371657838	1.04595747526568	0.0648241981714284	0.120933868434192	0.428812211078353	0.805645338762037
"ENSG00000177757.2"	"FAM87B"	15.675849984178	0.900714498839879	-0.150858210135924	0.139610848970817	0.0988828181882304	0.515541269821874
"ENSG00000228794.11"	"LINC01128"	4924.41982414495	1.03246102349327	0.0460873193935361	0.110326274412633	0.563920182862541	0.871267716660655
"ENSG00000225880.5"	"LINC00115"	88.7690458531694	0.988340672501439	-0.0169196828212589	0.108241947277581	0.799517622710312	0.951966396031817
"ENSG00000288531.1"	"ENSG00000288531"	67.6363043467361	0.832964129234387	-0.263673726175219	0.206886154609634	0.0287387837890102	0.335185769891737
"ENSG00000230368.2"	"FAM41C"	7.71288432283554	0.928496469464325	-0.107031670452023	0.156204133709624	0.191856637697054	0.625794844714939
"ENSG00000234711.1"	"TUBB8P11"	6.45404934727454	0.733365447310018	-0.447395800161469	0.270393721877774	0.00575965872359669	0.164630245182805
"ENSG00000230699.2"	"ENSG00000230699"	13.1268861256989	0.687616130901352	-0.540324705251125	0.245893059899545	0.00158673564466784	0.0840117313756507
"ENSG00000223764.2"	"LINC02593"	33.2853166817379	0.999565379973806	-0.000627160454581853	0.131965569580929	0.978153459337275	0.995527047611194
"ENSG00000187634.13"	"SAMD11"	114.066108372873	0.968387055707107	-0.0463442997223174	0.132958670033775	0.539086077565601	0.860481303464316
"ENSG00000188976.11"	"NOC2L"	2307.94252855757	0.973903817829578	-0.0381487952615402	0.0604436186682469	0.47066776177089	0.829566171408912
"ENSG00000187961.15"	"KLHL17"	336.058664856068	0.882759441813387	-0.1799077480506	0.0855616351849503	0.0145317226413729	0.2558865086662
"ENSG00000187583.11"	"PLEKHN1"	25.4556951580638	0.779348739276448	-0.359659051786509	0.182824865722723	0.00489766143616468	0.149277533110036
"ENSG00000187642.9"	"PERM1"	5567.73430502986	1.04265521931385	0.0602621726052536	0.131201279509668	0.448997581951348	0.818213657614827
"ENSG00000272512.1"	"ENSG00000272512"	533.395936509442	1.05511579515591	0.077401338202508	0.128856500560649	0.348349760282162	0.75713525218466
"ENSG00000188290.11"	"HES4"	1027.54904858031	1.09035799307129	0.124801887326279	0.136495872883262	0.160637484552378	0.591218690785451
