"ensembl"	"symbol"	"baseMean"	"FoldChange"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000227232.5"	"WASH7P"	84.4122828468848	1.14968496454228	0.20123858955427	0.241536803058349	0.833159116980013	0.404754996375253	0.846983144735427
"ENSG00000240361.2"	"OR4G11P"	3.49848817847643	1.01709298153595	0.0244515748384484	0.585223356315113	0.0417816113704158	0.966672794211531	0.995390704751623
"ENSG00000186092.7"	"OR4F5"	8.19461192102449	0.77225343284297	-0.372853715911081	0.537748021083011	-0.693361391010168	0.488082785333525	0.883183071190395
"ENSG00000233750.3"	"CICP27"	3.73106943833784	0.923091495407189	-0.115454442218715	0.511332569096571	-0.22579129356595	0.821363748958959	0.966921066526177
"ENSG00000268903.1"	"ENSG00000268903"	123.895464634595	1.13640083014793	0.184471790538242	0.422269143357304	0.436858324696841	0.662214097431172	0.932662164701595
"ENSG00000269981.1"	"ENSG00000269981"	61.6220514740418	1.03729462883438	0.0528257294322141	0.414225809846919	0.127528821663084	0.898521863023824	0.982888514424439
"ENSG00000241860.7"	"ENSG00000241860"	15.2321509503287	0.828314813763354	-0.271748904535748	0.337554671523942	-0.805051529309004	0.420789944746808	0.854950795393819
"ENSG00000279928.2"	"DDX11L17"	1.86597034852156	0.62255135526995	-0.683735242546332	0.724075035544787	-0.944287827893274	0.345022584331343	0.815106198558695
"ENSG00000279457.4"	"WASH9P"	161.375117649181	0.755176503322227	-0.405114217724494	0.213262882799394	-1.89960021362726	0.0574856041787242	0.485837161621982
"ENSG00000228463.10"	"ENSG00000228463"	29.3913782932902	1.25150761262792	0.323667066629243	0.328677987666668	0.984754315088154	0.324744766000746	0.80319144322242
"ENSG00000237094.12"	"ENSG00000237094"	34.7246084267071	1.46496031632603	0.550861584637238	0.269746572051642	2.04214489343641	0.0411371608335455	0.432799877886392
"ENSG00000284733.2"	"OR4F29"	2.33107160098521	1.30052879320413	0.379098340344312	0.669908894266029	0.565895368145042	0.571464910453839	0.910491477733661
"ENSG00000230021.10"	"ENSG00000230021"	14.1556309016948	0.971059804738517	-0.042367945130887	0.299727177278511	-0.141355033319244	0.887589475716512	0.980515157522426
"ENSG00000225972.1"	"MTND1P23"	455.771747501346	5.5257801043122	2.46617815195669	0.575309256066289	4.28669993738555	NA	NA
"ENSG00000225630.1"	"MTND2P28"	34087.2090633827	1.57896003565913	0.658974656260827	0.374216973592135	1.76094272244063	0.0782480979723679	0.545163363167479
"ENSG00000237973.1"	"MTCO1P12"	7437.68968594031	2.60747268259607	1.3826521383099	0.460966071405231	2.99946617349723	NA	NA
"ENSG00000229344.1"	"MTCO2P12"	449.60204239047	0.695047741300714	-0.524816018098331	0.387888473525248	-1.35300751096995	NA	NA
"ENSG00000240409.1"	"MTATP8P1"	158.377547411658	1.55139578077162	0.633566783161095	0.47125912909689	1.34441275307546	0.178814952126021	0.699197014729135
"ENSG00000248527.1"	"MTATP6P1"	132940.660198672	1.18396784714639	0.243629902426062	0.3076396778901	0.791932640473949	0.42839995356886	0.858524963932976
"ENSG00000198744.5"	"MTCO3P12"	825.798774071521	1.13975556652426	0.188724455289398	0.484231307062964	0.389740300836969	NA	NA
"ENSG00000229376.3"	"CICP3"	15.772623637326	0.873447026417794	-0.19520788692774	0.348779328237731	-0.559688809294007	0.575691716750165	0.911556921624282
"ENSG00000228327.4"	"ENSG00000228327"	276.631578375499	1.12538402633147	0.170417391081488	0.249772843402735	0.682289510580244	0.495055904447091	0.883915900060984
"ENSG00000237491.10"	"LINC01409"	102.445107154054	0.806439301216462	-0.310362145671977	0.270844288928685	-1.14590618432312	0.251833972090739	0.764286828954315
"ENSG00000230092.7"	"ENSG00000230092"	5.01124704907271	1.23364262290491	0.302924516986246	0.342323660390576	0.884906747727058	0.376206928381953	0.836106323295885
"ENSG00000177757.2"	"FAM87B"	8.7521512257046	0.929219076877671	-0.105909321891852	0.348305322505208	-0.30407035163888	0.761074293999447	0.954555576137251
"ENSG00000228794.11"	"LINC01128"	1611.81614132162	1.31429775363359	0.394292154676769	0.246540412891073	1.59930029342076	0.109753894383518	0.607682070301484
"ENSG00000225880.5"	"LINC00115"	129.283251047748	0.859590560467864	-0.218278454886877	0.251669836909705	-0.867320683190141	0.385766327121685	0.841055871483555
"ENSG00000288531.1"	"ENSG00000288531"	13.9150801300376	0.497738230574824	-1.00654089223557	0.489941087743012	-2.05441208630278	0.0399358242586898	0.42960327751691
"ENSG00000230368.2"	"FAM41C"	3.40010671305285	0.772836003682033	-0.371765789114816	0.608546507555714	-0.610907768755504	0.541260641432414	0.90017855857899
"ENSG00000234711.1"	"TUBB8P11"	2.77551514124985	1.35203345698575	0.435130852530009	0.598036821477603	0.727598764662863	0.466859237040766	0.874536332321872
"ENSG00000230699.2"	"ENSG00000230699"	15.2727743882596	1.53560650045964	0.618808572461503	0.382182411661985	1.61914455919232	0.105416163352158	0.597396411544687
"ENSG00000223764.2"	"LINC02593"	88.2014963438477	1.62933564138475	0.704283828100775	0.31185676683912	2.25835672972297	0.0239234281099181	0.357362829104714
"ENSG00000187634.13"	"SAMD11"	230.353233716348	1.04162384953649	0.0588343866558496	0.304939127375266	0.192938135431359	0.847007418350493	0.971475467533811
"ENSG00000188976.11"	"NOC2L"	2602.95217023519	1.07718161424996	0.1072615106886	0.154212678699791	0.695542750394787	0.486715229670316	0.88278982750385
"ENSG00000187961.15"	"KLHL17"	548.507035304362	0.776032655201527	-0.36581073305992	0.143890381958307	-2.54228759477417	0.0110129515105945	0.26941511192055
