"ensembl"	"symbol"	"baseMean"	"FoldChange"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000169972.12"	"PUSL1"	383.420454053927	1.14100531934598	0.190305517460224	0.100015931330279	1.90275204089021	0.057072907849075	0.427639145240569
"ENSG00000175756.14"	"AURKAIP1"	4810.78817133229	0.93227726096179	-0.101169016050838	0.0877680537007454	-1.15268610599233	0.249039246296511	0.618368631615665
"ENSG00000242485.6"	"MRPL20"	2674.36222107902	0.950457767234531	-0.073305571490599	0.0592627650960507	-1.23695833921668	0.216102549649672	0.593582784937292
"ENSG00000160072.20"	"ATAD3B"	987.264517142698	1.06995040315419	0.0975439229985062	0.176910093950389	0.551375678008857	0.581376170104677	0.812068711637558
"ENSG00000197785.14"	"ATAD3A"	1111.97046595414	0.97634105573183	-0.0345428964195938	0.120561012169433	-0.286517969599063	0.774481432361057	0.923464009607651
"ENSG00000097021.20"	"ACOT7"	551.16983302345	1.29854503537662	0.376896049586467	0.149952291655789	2.51343974423292	0.0119560200212399	0.305899146397089
"ENSG00000007923.17"	"DNAJC11"	1762.5978769178	0.976562749004899	-0.0342153474781115	0.0871823402410508	-0.392457318575177	0.694720341767427	0.88507472145191
"ENSG00000116288.13"	"PARK7"	8277.61575676276	0.983864084932198	-0.023469065438299	0.0519063690037214	-0.452142307172679	0.65116646710618	0.869050412206593
"ENSG00000171612.7"	"SLC25A33"	585.695652900172	1.02016241547827	0.0287988554829216	0.14507837766232	0.198505497145501	0.842649584230557	0.950399026260645
"ENSG00000116688.18"	"MFN2"	23519.4794022038	1.07607986940688	0.105785162393501	0.126375515864634	0.837070073817236	0.40255318071468	0.71749009814258
"ENSG00000048707.15"	"VPS13D"	5423.08156164653	0.961624323121428	-0.0564547071547481	0.0903124429819013	-0.625104418513644	0.531902528172591	0.78365976411945
"ENSG00000132906.18"	"CASP9"	1034.29256574522	1.11967286772232	0.163077284914487	0.137191621835027	1.18868253566233	0.23456461551882	0.605981047220216
"ENSG00000116771.6"	"AGMAT"	9.24821436819052	0.998009090770329	-0.00287513789242279	0.260562259607306	-0.0110343604509568	0.991196032815811	0.999311665361197
"ENSG00000162461.8"	"SLC25A34"	326.240039026161	1.10223669378838	0.140434060830833	0.230507953764212	0.609237375706711	0.542367109764238	0.785569662982387
"ENSG00000117118.10"	"SDHB"	6131.57748587047	0.963639885227276	-0.0534339866692826	0.0999192250754189	-0.534771828233762	0.592807645840319	0.819308590891297
"ENSG00000159423.17"	"ALDH4A1"	2150.19005246659	0.994291595223368	-0.00825908284833013	0.123990858349534	-0.0666104175603618	0.946891852153436	0.991553212529241
"ENSG00000053371.13"	"AKR7A2"	1372.94829770023	1.00390741695452	0.0056262262015921	0.0950710992271841	0.0591791432656894	0.952809421785472	0.992131932738638
"ENSG00000173436.15"	"MICOS10"	4042.56887425389	0.977536736505808	-0.0327771739723798	0.064461276730031	-0.508478510434306	0.611117805926663	0.836512018294256
"ENSG00000090432.7"	"MUL1"	1724.46441267839	1.07192164972721	0.100199458332084	0.0922695138648383	1.08594327785082	0.277504088188941	0.629790239352838
"ENSG00000158828.8"	"PINK1"	2317.4321672521	0.955015849863584	-0.0664034179380976	0.085872272310989	-0.773281248429244	0.439355950806132	0.734760268941002
"ENSG00000117305.15"	"HMGCL"	1414.50469388891	1.05516241552245	0.0774650823773568	0.0835498990321883	0.927171466090136	0.353837515250718	0.68785314998067
"ENSG00000117640.18"	"MTFR1L"	6108.9614686557	1.03579345335935	0.0507363451841698	0.0680320600339712	0.745771113778343	0.455805692331794	0.742769130442761
"ENSG00000116353.16"	"MECR"	1124.15147997835	0.995832183640355	-0.00602545322507498	0.0683547377421844	-0.0881497526594479	0.92975765334608	0.983255424440062
"ENSG00000004455.17"	"AK2"	5032.07904103631	1.03472616430487	0.0492490153860558	0.0912106769667417	0.539947920834022	0.589232948604266	0.817599686621528
"ENSG00000116898.12"	"MRPS15"	2866.86492908282	0.983023836420405	-0.0247016953422816	0.0598273844090849	-0.412882755718979	0.679692515812747	0.883609296738758
"ENSG00000196449.4"	"YRDC"	330.774249098151	1.07178879169301	0.100020634155437	0.141957047412974	0.704583787689399	0.481069290628086	0.762782908395658
"ENSG00000168653.11"	"NDUFS5"	11820.9630034225	0.960127737822821	-0.0587017364869139	0.0885439932064773	-0.662966897709552	0.507351754849282	0.768892999852998
"ENSG00000198754.5"	"OXCT2"	105.520829764842	0.842184734813616	-0.247791368998361	0.290177568551442	-0.853930130558774	0.393143703677832	0.713508209615996
"ENSG00000043514.17"	"TRIT1"	1051.35445661182	1.04494351332943	0.0634249564285391	0.0978775530745083	0.648003085858281	0.516982954399596	0.774735884521681
"ENSG00000186603.7"	"HPDL"	22.5838823412169	0.868186624701922	-0.203922898309984	0.273171450710011	-0.746501502188313	0.455364524486966	0.742769130442761
"ENSG00000132781.20"	"MUTYH"	518.000045060122	1.31601010446263	0.396170566278446	0.153047804220142	2.58854132731365	0.00963833806866539	0.266068858790263
"ENSG00000173660.12"	"UQCRH"	11002.2619754449	0.927077399065477	-0.109238304486848	0.106236979924823	-1.0282512225418	0.303831669221814	0.647406578330267
"ENSG00000117481.11"	"NSUN4"	939.851720465657	1.08851794229216	0.12236518799703	0.0849643767814031	1.4401940275729	0.149812512469575	0.536575443865182
"ENSG00000123472.12"	"ATPAF1"	7022.08770529437	0.893335625139497	-0.162725798874139	0.10621830497754	-1.53199393370613	0.125523931734538	0.514860106617931
