condition	Q1	Q3	lower_whisker	upper_whisker	Mean
M_60_79	8.40087943628218	11.4635243732712	3.8073549220576	16.0573783454904	9.75753395124733
F_60_79	8.77478705960117	11.7418882727353	4.39231742277876	16.1915412150576	10.0526119564637
M_50_59	8.71424551766612	11.7548875021635	4.16992500144231	16.3153441827314	10.0343935359083
F_20_39	9.63435708691453	12.4812317891168	5.39231742277876	16.7301516731733	10.7898259023626
F_50_59	8.98299357469431	11.9449865115917	4.58496250072116	16.3862666867702	10.2399058128406
M_20_39	9.25502856981873	12.1736771363034	4.90689059560852	16.5450549605112	10.4706593784478
M_40_49	9.03066713624694	11.9443460341378	4.70043971814109	16.3090144242156	10.2542956151172
F_40_49	9.2807707701306	12.0430272835945	5.16992500144231	16.1850108990569	10.4038517366629
