"ensembl"	"symbol"	"baseMean"	"FoldChange"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"
"ENSG00000169972.12"	"PUSL1"	391.394053734582	0.964750336966117	-0.0517724522190336	0.093318360052327	0.0122845328333567	0.394368122209402
"ENSG00000175756.14"	"AURKAIP1"	4151.71148919612	0.984299871578295	-0.0228301885384305	0.0459934466916126	0.440061329454673	0.895580832974921
"ENSG00000242485.6"	"MRPL20"	1948.8908145909	0.998438284255387	-0.00225484072881119	0.0410849408898646	0.894577371000148	0.990912954897684
"ENSG00000160072.20"	"ATAD3B"	1391.23292742075	0.987390842053737	-0.0183068305911453	0.0499751931012241	0.07020691966321	0.540288033929921
"ENSG00000197785.14"	"ATAD3A"	1443.16896825141	0.983066645364815	-0.0246388699002297	0.0533936151214985	0.0743166017126988	0.54706645122316
"ENSG00000097021.20"	"ACOT7"	727.573889887477	1.00442579258067	0.00637098106419643	0.0441041058955246	0.642468119710732	0.93647352084297
"ENSG00000007923.17"	"DNAJC11"	1171.25658611294	1.00572920749732	0.00824191191274923	0.0443514615357103	0.596756458703195	0.93647352084297
"ENSG00000116288.13"	"PARK7"	5984.2053099601	1.00444113437114	0.00639301689417915	0.0421894833668693	0.714763226422921	0.953616264398419
"ENSG00000171612.7"	"SLC25A33"	1051.35858813435	1.00604051714834	0.00868840923080455	0.0461612598756516	0.317611524170702	0.801195816316592
"ENSG00000116688.18"	"MFN2"	6623.36146087738	0.949704034792463	-0.0744501120367788	0.0933938269913075	0.0301924434886079	0.455774110102857
"ENSG00000048707.15"	"VPS13D"	2765.06519733052	1.01713280447499	0.0245080605610001	0.0505216431169241	0.172089623308387	0.65801842386693
"ENSG00000132906.18"	"CASP9"	797.36541225946	1.00823541959191	0.011832542629937	0.046279814460792	0.30623854838491	0.788371592852523
"ENSG00000116771.6"	"AGMAT"	3367.91843962638	1.00201229758128	0.00290021467150367	0.0441998276725908	0.811146055321141	0.990912954897684
"ENSG00000162461.8"	"SLC25A34"	413.319649514807	0.99933242110062	-0.000963434387563797	0.0454560791170431	0.864826916406019	0.990912954897684
"ENSG00000117118.10"	"SDHB"	5956.11371657835	1.02137847897346	0.0305175660766512	0.0565691762919331	0.0835268721034277	0.549641045661205
"ENSG00000159423.17"	"ALDH4A1"	34806.5504595442	0.993625575752287	-0.00922578612756579	0.0445143891305078	0.517893761263289	0.934685285187852
"ENSG00000053371.13"	"AKR7A2"	1816.23278933039	1.00518222037177	0.00745705821707509	0.0420776373721898	0.638797162625052	0.93647352084297
"ENSG00000173436.15"	"MICOS10"	1099.72977215841	0.992318876429448	-0.0111242973401738	0.0430603525446665	0.389672060518769	0.852852422115993
"ENSG00000090432.7"	"MUL1"	1494.87976671159	0.93777549933797	-0.0926855077089332	0.257555784128751	0.0119527333759631	0.394368122209402
"ENSG00000158828.8"	"PINK1"	1256.21494759948	1.01088372944223	0.0156170698388371	0.0481840236449681	0.170329215715005	0.65801842386693
"ENSG00000117305.15"	"HMGCL"	11307.2588155268	0.994853608750061	-0.00744384407357525	0.0445690951011204	0.567111194022164	0.93647352084297
"ENSG00000117640.18"	"MTFR1L"	3986.31350579177	0.992008195514808	-0.011576055344032	0.0459755209640371	0.356698390948363	0.821721672857184
"ENSG00000116353.16"	"MECR"	801.746038153628	1.00353495690104	0.00509087207610734	0.0401142414730086	0.835551042896046	0.990912954897684
"ENSG00000004455.17"	"AK2"	7619.94442910953	1.00075155416973	0.00108385623628571	0.0367928246199937	0.961293969951091	0.993998975300145
"ENSG00000116898.12"	"MRPS15"	3091.88800416407	0.975610715198494	-0.0356224914490047	0.0523041432120755	0.143885059146301	0.621162328509642
"ENSG00000196449.4"	"YRDC"	561.806778400207	0.990378848169479	-0.0139475920949409	0.047345057549635	0.222793322803004	0.727501748943835
"ENSG00000168653.11"	"NDUFS5"	3165.16308652171	1.01363631917852	0.0195401231193921	0.047094790539716	0.27259156875534	0.755154729373813
"ENSG00000198754.5"	"OXCT2"	10.6896893980572	0.998941470204607	-0.00152794451659028	0.0455858218093727	0.735769054371784	0.968261134749485
"ENSG00000043514.17"	"TRIT1"	680.855074731529	0.97821901007991	-0.0317705935304866	0.0579997235261104	0.0718069803834731	0.544707236908917
"ENSG00000186603.7"	"HPDL"	7.88311021956465	0.994193112071383	-0.00840198679380683	0.0467723199581752	0.0541581303224685	0.506894359422777
"ENSG00000132781.20"	"MUTYH"	563.569057462852	0.983948656336123	-0.0233450589791884	0.0505176987816611	0.160161450920056	0.649204049149235
"ENSG00000173660.12"	"UQCRH"	2007.40837366928	0.992220715462909	-0.0112670169314864	0.0456225026003949	0.39322291259503	0.852852422115993
"ENSG00000117481.11"	"NSUN4"	768.948756940253	1.00058033656788	0.00083700583946605	0.0404991372244423	0.965533591126905	0.993998975300145
"ENSG00000123472.12"	"ATPAF1"	2712.70978656477	1.00047408527342	0.000683798396356823	0.0401746758363102	0.99577996892466	0.999308113697138
"ENSG00000078618.23"	"NRDC"	6734.48631768405	1.0092122285249	0.0132295925260921	0.042996383553779	0.486218707668809	0.920721123821978
"ENSG00000162377.6"	"COA7"	898.861783988829	1.00275395594756	0.00396765771529117	0.0445277174051665	0.868458312750711	0.990912954897684
"ENSG00000121310.17"	"ECHDC2"	30061.0606207958	1.00664032956787	0.00954830356541492	0.0463006300066737	0.299975473365362	0.786682881908499
"ENSG00000116171.19"	"SCP2"	28822.986670958	1.00877358693513	0.0126024066941467	0.0471363705087644	0.218575140229481	0.727501748943835
